no_of_likes,no_of_images,title,listing_price,item_condition,deal_method,post_date,category_type,post_type,condition_subtext,mailing_option,meetup_option,meetup_location,seller_id,seller_join_date,seller_response,seller_verif,verified_by_email,verified_by_facebook,verified_by_mobile,seller_stars_rating,reviews_of_seller,brands,current_listing_price,len_posts,post_word_count,num_emojis,lemma_posts,topic,probability,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,price
15,6,Canyon Endurace AL 7 (S) w/ Roval SLX24 wheelset,"1,600",Well used,Meetup,1 week ago,Road Bikes,Posted,Has minor flaws or defects.,N,Y,Bus Stop 56021 (Opp Sembawang Hill FC),kwataka2,Joined 9 months ago,Very Responsive,Verified,1.0,0.0,1.0,5.0,5,"Canyon, Canyon, Canyon",1600.0,260,49,0,canyon endurace al 7 s w/ roval slx24 wheelset recently service canyon endurace 7 small sale shimano 105 r7000 group set upgrade roval slx 24 wheelset 11 32 cassette new tire new jag cable new canyon bar tape ultegra pedal,4,1.0,canyon,cf,bike,ultimate,endurace,aeroad,size,sl,shimano,new,High
9,3,Trek Road Bicycle,750,Well used,Meetup,2 weeks ago,Road Bikes,Posted,Has minor flaws or defects.,N,Y,Clementi MRT Station (EW23),clover1024,Joined 4 years ago,Mostly Responsive,Verified,1.0,1.0,1.0,5.0,8,Trek,750.0,90,13,0,trek road bicycle price include kickstand exclude accessory see picture,3,1.0,trek,madone,bontrager,oclv,bike,slr,size,aeolus,emonda,carbon,Med
10,4,Trek road bike Large,900,Like new,Meetup,2 weeks ago,Road Bikes,Posted,Used once or twice. As good as new.,N,Y,Tongkang LRT Station (SW7),glgll,Joined 8 years ago,Mostly Responsive,Verified,1.0,1.0,1.0,4.9,28,"Trek, Trek",900.0,101,21,0,trek road bike large large size trek domane alr bike sale condition 9.5/ 10 rust,3,0.7941033941646579,trek,madone,bontrager,oclv,bike,slr,size,aeolus,emonda,carbon,Med
4,2,Road bike ,"1,000",Well used,Meetup,4 weeks ago,Road Bikes,Posted,Has minor flaws or defects.,N,Y,417A Fernvale Link,gggtt22,Joined 1 year ago,Not Responsive,Verified,1.0,1.0,1.0,0.0,0,Trek,1000.0,89,13,0,road bike   trek shimano 105 gear frame aluminium   need   query contact 89049322,3,0.5671911421295873,trek,madone,bontrager,oclv,bike,slr,size,aeolus,emonda,carbon,Med
10,2,bicycle Felt racing in excellent condition,"1,100 1,200",Lightly used,Meetup,3 weeks ago,Road Bikes,Bumped,"Used with care. Flaws, if any, are barely noticeable.",N,Y,Cape Royale,lauraadel26917,Joined 4 months ago,Very Responsive,Verified,1.0,0.0,1.0,0.0,0,Felt,1100.0,43,6,0,bicycle felt racing excellent condition,-1,0.18324594307971026,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,Med
9,6,Trek Lexa XS (44cm seat tube),"850 1,000",Lightly used,Meetup,2 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.",N,Y,Blk 234 Pasir Ris Drive 4,ranlojdb,Joined 2 years ago,Very Responsive,Verified,1.0,0.0,1.0,5.0,6,"Trek, Trek",850.0,823,152,0,trek lexa xs 44 cm seat tube trek lexa xs road bike 44 cm seat tube recommend rider 1.4 m 1.55 m tall complete bike groupset sora r3000 lever lightly claris fd 2000 crankset   fc 2000 brand new 105 rd 5600 good condition 9spd sram cassette plenty life leave shimano rs100 wheelset brand new tektra rim brake caliper   continental gp5000 tanwall tyre ride pedal attach currently provide extra brand new flat pedal decathlon foc feel free try bike ill fit bike preference install replace part let know rfs size build friend leave country pm text 90683041 info,-1,0.1314610536032902,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,Med
17,1,2022 Specialized Allez Sprint Comp 54 SRAM Red,"1,900",Like new,Meetup,4 days ago,Road Bikes,Posted,Used once or twice. As good as new.,N,Y,Serangoon North,stevenhh,Joined 9 years ago,Very Responsive,Verified,1.0,1.0,1.0,5.0,64,"Specialized, Allez",1900.0,517,90,0,2022 specialized allez sprint comp 54 sram red 2022 model internal cable route sprint comp edition colour 1900 frameset frame fork custom sl7 headset swork stem 36 mm handlebar swork carbon seatpost 7000 bike saddle pedal bottle cage bike come sram red etap axs 12 speed powermeter roval rapide clx   v1 50/61 mm rfs m 185 cm frame small size fit 170 175 cm pm info price negotiable,0,0.2135796634050335,specialized,bike,mm,carbon,tarmac,shimano,size,saddle,sram,ultegra,High
83,9,[INSTALLMENT] Litespeed Vortex Titanium 10speed 700c Vintage Road Bike Bicycle,"1,900",Like new,Mailing · Meetup,Yesterday,Road Bikes,Bumped,Used once or twice. As good as new.,Y,Y,Goodtime Cycle𝟏𝟎 𝐊𝐚𝐤𝐢 𝐁𝐮𝐤𝐢𝐭 𝐀𝐯𝐞 𝟒 #𝟎𝟗-𝟔𝟒 𝐏𝐫𝐞𝐦𝐢𝐞𝐫 @ 𝐊𝐚𝐤𝐢 𝐁𝐮𝐤𝐢𝐭 𝐒𝐢𝐧𝐠𝐚𝐩𝐨𝐫𝐞 𝟒𝟏𝟓𝟖𝟕𝟒,goodtime_cycle,Joined 6 years ago,Very Responsive,Verified,1.0,0.0,1.0,5.0,342,"Litespeed, Litespeed",1900.0,1016,176,15,installment litespeed vortex titanium 10speed 700c vintage road bike bicycle   fully overhaul house experience passionate mechanic    debit credit card installment interest free 3 month x 633.33    grab paylater installment interest free 4 month x 475   pm detail • size m • frame fork titanium • wheel sport rim • shimano tiagra 10speed dropbar shifter • shimano dura ace brake caliper • san macro triathlon saddle • continental tire • shimano dura ace crank • wellgo pedals • authentic use litespeed • weight 8 kg   𝟔𝟓 𝟗𝟏𝟗𝟗𝟓𝟒𝟎𝟏 whatsapp dm enquiry   foldie mini velo mtbs road bikes   bicycle parts accessories   bicycle repairs servicing overhaul   welcome test ride visit showroom cum service center 𝟏𝟎 𝐊𝐚𝐤𝐢 𝐁𝐮𝐤𝐢𝐭 𝐀𝐯𝐞 𝟒 𝟎𝟗-𝟔𝟒 𝐏𝐫𝐞𝐦𝐢𝐞𝐫 𝐊𝐚𝐤𝐢 𝐁𝐮𝐤𝐢𝐭 𝐒𝐢𝐧𝐠𝐚𝐩𝐨𝐫𝐞 𝟒𝟏𝟓𝟖𝟕𝟒   opening hour tuesday saturday 𝟏𝟏𝐚𝐦 𝟕𝐩𝐦 sunday ph 𝟏𝟏𝐚𝐦 𝟓𝐩𝐦 𝐂𝐥𝐨𝐬𝐞 𝐨𝐧 𝐄𝐯𝐞𝐫𝐲 𝐌𝐨𝐧𝐝𝐚𝐲,-1,0.17395509468501671,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,High
28,1,Giant TCR Advanced Pro 2020 Frameset,950,Like new,Meetup,2 months ago,Road Bikes,Posted,Used once or twice. As good as new.,N,Y,Northshore Plaza II,littleboy_123,Joined 5 years ago,Very Responsive,Verified,1.0,1.0,1.0,4.8,85,Giant,950.0,336,56,0,giant tcr advanced pro 2020 frameset frameset sale negotiable condition 9/10 crack dent little paintchip scuff buy brand new 1500 price include frame fork seatpost size xs 170 cm reference rfs change frame 100 want include lexon intergrated handlebar 120mm+ length 40 cm width,-1,0.15291136742434636,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,Med
82,6,CERVELO P2 Tri bike Size 51,"1,300",Well used,Meetup,2 months ago,Road Bikes,Posted,Has minor flaws or defects.,N,Y,Hougang MRT Station (NE14),kd69,Joined 9 years ago,Mostly Responsive,Verified,1.0,1.0,1.0,5.0,59,"CERVELO, Cervelo",1300.0,199,33,0,cervelo p2 tri bike size 51 cervelo p2 triathlon carbon handlebar size 52 carbon frame ultegra groupset dura ace crankset upgrade weight 8kg+ size 51 mavic alloy 50 mm rim,-1,0.38135260807493754,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,High
43,4,Cannondale Supersix Evo 2015,"1,800",Lightly used,Meetup,2 months ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.",N,Y,Marsiling MRT Station (NS8),h4z1q_,Joined 7 years ago,Very Responsive,Verified,1.0,0.0,1.0,5.0,9,"Cannondale, CANNONDALE, Cannondale",1800.0,242,37,0,cannondale supersix evo 2015 cannondale supersix evo 2015 size 50   105 shimano groupset   controltech cougar alloy road handlebar 40 cm   black mavic cosmic elite 700c x 18 28 fizik saddle cannondale stem   minor scratch willing nego,-1,0.1163984602461957,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,High
4,1,Pardus  Robin Evo ( carbon ) Xs,"1,499",Like new,Meetup,1 week ago,Road Bikes,Posted,Used once or twice. As good as new.,N,Y,Northstar,autumn_angel_sports_pte_ltd,Joined 8 years ago,Very Responsive,Verified,1.0,1.0,1.0,5.0,376,Pardus,1499.0,150,28,0,pardus   robin evo carbon xs good condition   frame set cock pit   image super light rigid   frame   size suitable 1.65 1.75  ,5,1.0,pinarello,dogma,size,di2,f12,dura,ace,bike,wheelset,f10,High
9,9,Canyon Endurance 7 (L),"2,000",Like new,Meetup,4 weeks ago,Road Bikes,Posted,Used once or twice. As good as new.,N,Y,MacPherson Road,mr_bearbrick1000,Joined 8 years ago,Very Responsive,Verified,1.0,1.0,1.0,4.8,26,"Canyon, CANYON",2000.0,146,24,0,canyon endurance 7 l indoor   canyon endurace 7 disc fahrrad bicycle 2021 stealth size l wheel include trainer include,4,1.0,canyon,cf,bike,ultimate,endurace,aeroad,size,sl,shimano,new,High
6,2,Trek kids bicycle,199,Lightly used,Meetup,2 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.",N,Y,Parkway Parade,mg601,Joined 7 years ago,Mostly Responsive,Verified,1.0,0.0,1.0,5.0,2,"Trek, Trek, Trek",199.0,101,16,0,trek kid bicycle trek bike sturdy training wheel removable thick tyre trek precaliber 12,-1,0.3179275621970741,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,Low
21,7,Giant TCR SL1 2021 - Size M,"1,500",Lightly used,Meetup,2 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.",N,Y,Blk 150 Yishun Street 11,heretoseen,Joined 3 years ago,Very Responsive,Verified,1.0,0.0,1.0,4.9,17,"Giant, Giant, Giant",1500.0,792,137,0,giant tcr sl1 2021 size m giant road bike sale size m start cycling journey fix 170 180ish cm boy bike great condition take care service front&back derailleur feb 2023 smoother shifting new bar tape groupset shimano 105 group set good bang buck price range easy maintain 2x11 speed wheelset tyre -giant pr3 slightly deep wheel -conti 5k tyre 25 mm vittoria competition latex inner tube item include comp mount pedal switch stem switch saddle switch sensor provide cadence sensor price meet feel free pm interested good price see fast deal 1.4k,1,1.0,giant,tcr,shimano,advanced,size,pro,disc,carbon,wheelset,advance,High
24,2,Scott sub 40 hybrid bike M 700c giant trek btwin polygon,295,Lightly used,Meetup,1 week ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.",N,Y,Woodlands South MRT Station (TE3 ),streetfighter54,Joined 2 years ago,Very Responsive,Verified,1.0,0.0,1.0,5.0,23,"giant, Scott, trek",295.0,147,26,0,scott sub 40 hybrid bike m 700c giant trek btwin polygon frame m size 27 speed gear shimano 700c wheel hydraulic brake good condition,-1,0.1629340163395407,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,Low
78,4,Cervelo P3 Time Trial Road Bike,"1,888",Well used,Meetup,3 weeks ago,Road Bikes,Posted,Has minor flaws or defects.,N,Y,Sengkang MRT/LRT Interchange (NE16/STC)At seller's convenience ,edneo,Joined 9 years ago,Very Responsive,Verified,1.0,1.0,1.0,5.0,4,"Cervelo, Cervelo",1888.0,384,67,0,cervelo p3 time trial road bike cervelo p3 bike follow setup size 48 dura ace crank ultegra fd rd ultegra brake calipers ultegra cassette fizik tt saddle 3 t cockpit cee gee padding ceramic speed bb spd clipless pedals aluminum campagnolo wheel tyre bike usual chip sell   open reasonable offer cash carry sengkang,-1,0.35142281270624953,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,High
13,5,Upgraded Merida Scultura Hunt wheelset 4iiii road bike,980,Lightly used,Meetup,3 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.",N,Y,Marymount Community Club,acky.,Joined 3 years ago,Very Responsive,Verified,1.0,0.0,1.0,4.9,29,"giant, scott, bianchi, trek, canyon, pinarello, colnago, specialized, Merida, bmc, felt, wilier, focus, look, boardman, cervelo",980.0,425,69,0,upgrade merida scultura hunt wheelset 4iiii road bike come hunt lightweight wheelset 105 165 mm 4iiii power meter crank shimano 105 2 x 11 speed rare 165 mm crankset frame size xs uci approve current setup weight ~8 rfs utilise prefer flat bar bike specialized s work trek emonda giant tcr canyon pinarello colnago cervelo bianchi scott bmc boardman wilier feel look focus ibis carbon,2,1.0,merida,reacto,carbon,bike,shimano,ultegra,scultura,size,frame,road,Med
21,9,Colnago CLX3.0 size 50 (Own build up),"1,800",Well used,Meetup,3 weeks ago,Road Bikes,Posted,Has minor flaws or defects.,N,Y,Waterway View,ivanmikka,Joined 8 years ago,Mostly Responsive,Verified,1.0,1.0,1.0,4.9,71,"Colnago, Colnago",1800.0,719,125,0,colnago clx3.0 size 50 build colnago clx3.0 carbon road bike sale size 50 build cost 6500 weight ~8 kg specs stem deda element carbon handlebar deda presa alu saddle tioga spyder bracket bb-30 italian thread ceramic bearing groupset shinmano ultegra di2 10spd 6770 crank ufor oval 50/34 t pass original ultegra crank ospw digirit wheelset campagnolo bullet ultra cult carbon alu brake cable jagwire   include light   physical condition usual battle scar scratch rear d crank arm bike crash bike note old model 1st generation di2,-1,0.083903025522017,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,High
26,3,Cannondale Quick Cx (size 56),490,Well used,Meetup,4 weeks ago,Road Bikes,Posted,Has minor flaws or defects.,N,Y,Blk 330 Woodlands Ave 1,khai_garage_sale,Joined 8 years ago,Very Responsive,Verified,1.0,1.0,1.0,5.0,14,Cannondale,490.0,209,33,0,cannondale quick cx size 56 hybrid   w dropbar gravel tyres(sold new maxxis dolomite fsa cranks 50 36 tiagra shifter fd sora rd newly service rollite rfs change small size rb slight nego,-1,0.13596387397081042,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,Low
10,4,Liv Langma Advance 3 (XXS),"1,200",Lightly used,Meetup,5 days ago,Road Bikes,Bumped,"Used with care. Flaws, if any, are barely noticeable.",N,Y,Punggol 21 Community Club,jotay1405,Joined 11 months ago,Very Responsive,Verified,1.0,0.0,1.0,0.0,0,"Liv, look, look",1200.0,393,65,0,liv langma advance 3 xxs low mileage upgrade tt bike get let road bike .the frame look new scratch cassette chain change month ago look new   carbon frame race bike mid range component rim brake specification   weight8.3 kg    suspensionrigid framecarbon forkcarbon wheels700c aluminum drivetrain2 × 10 groupsettiagra brakesrim,-1,0.2199574518735217,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,Med
11,1,Triban Rc100 Road Bike,250,Well used,Meetup,2 weeks ago,Road Bikes,Posted,Has minor flaws or defects.,N,Y,Blk 188 Boon Lay Drive,datslife,Joined 6 years ago,Very Responsive,Verified,1.0,0.0,1.0,4.9,41,"giant, trek, specialised, Merida",250.0,157,26,0,triban rc100 road bike size m pre love road bike rides smoothly pm photo merida trek polygon cannodale specialised fixie giant,-1,0.2296821181462255,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,Low
4,3,GIANT BRAND MADE IN TAIWAN🇹🇼,230,Lightly used,Meetup,3 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.",N,Y,BLK 250 Chou Chu Kang Avenue 2,tanbtb40,Joined 7 years ago,Mostly Responsive,Verified,1.0,1.0,1.0,4.0,8,GIANT,230.0,81,16,0,giant brand taiwan likely sell rear rack include,1,0.4985686452843589,giant,tcr,shimano,advanced,size,pro,disc,carbon,wheelset,advance,Low
3,1,Giant Brand,310,Well used,Meetup,2 weeks ago,Road Bikes,Posted,Has minor flaws or defects.,N,Y,"Tenteram PeakViewing in the evening, after 6.30pm",ahfufuyo,Joined 4 years ago,Very Responsive,Verified,1.0,0.0,1.0,4.9,20,Giant,310.0,186,35,0,giant brand trusty bicycle send kid aged 4 6 child care centre strip basket child seat good use road unwilling sale relocate,-1,0.21785837488498674,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,Low
41,3,Trifox x18 frameset s52,499 500,Lightly used,Meetup,3 weeks ago,Road Bikes,Bumped,"Used with care. Flaws, if any, are barely noticeable.",N,Y,Clementi MRT Station (EW23),hello_yo__,Joined 5 years ago,Very Responsive,Verified,1.0,0.0,1.0,5.0,9,Trifox,499.0,115,17,0,trifox x18 frameset s52 custom paint frameset view believe sell frameset bar garmin mount include,-1,0.16842242900916862,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,Low
44,4,Scott Foil 40 Carbon Roadbike,"1,400",Well used,Meetup,2 weeks ago,Road Bikes,Posted,Has minor flaws or defects.,N,Y,Sengkang MRT/LRT Interchange (NE16/STC)Millenia Tower,mrkeyshop,Joined 9 years ago,Very Responsive,Verified,1.0,1.0,1.0,5.0,336,"Scott, Scott",1400.0,182,32,0,scott foil 40 carbon roadbike scott foil 40 roadbike carbon light 8 kg 105 groupset stock modde fizik saddle size 52 200 km utilise,-1,0.1189114200780237,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,High
19,1,Pinarello Dogma F frame size 52 OEM frameset ROAD,"1,000",Brand new,Meetup,4 days ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,N,Y,Paya Lebar MRT Interchange (EW8/CC9),z3r0sumgame,Joined 8 years ago,Very Responsive,Verified,1.0,0.0,1.0,5.0,31,"Pinarello, Dogma",1000.0,206,34,0,pinarello dogma f frame size 52 oem frameset road preorder high quality t1100 taiwan size colour available custom paint job building service provide,5,0.9140143654737789,pinarello,dogma,size,di2,f12,dura,ace,bike,wheelset,f10,Med
4,1,Trek Domane AL4 size 58cm (Excellent Condition),"1,800",Lightly used,Meetup,4 days ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.",N,Y,ESSO Geylang Road,drx74,Joined 7 years ago,Very Responsive,Verified,1.0,0.0,1.0,4.9,329,"Trek, Trek",1800.0,240,39,0,trek domane al4 size 58 cm excellent condition trek domane al4 tiagra group set   modification stock bike selling new bike seldom 3 bike condition 9/10 refer local treknology website   normal price 2600,3,1.0,trek,madone,bontrager,oclv,bike,slr,size,aeolus,emonda,carbon,High
12,7,BTWIN Bicycle,200,Like new,Meetup,3 weeks ago,Road Bikes,Posted,Used once or twice. As good as new.,N,Y,Catholic Church of St Mary of The Angelsweekend preferably ,lilywilson412,Joined 4 months ago,Mostly Responsive,Verified,1.0,0.0,1.0,0.0,0,focus,200.0,160,25,0,btwin bicycle attachments   buy decathlon free 1 focus light 2.back light 3.high grade mobile phone holder   4 small hand pump 5.bottle holder,1,0.2336292246286188,giant,tcr,shimano,advanced,size,pro,disc,carbon,wheelset,advance,Low
37,5,Scott Foil 30,"1,800",Lightly used,Meetup,5 days ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.",N,Y,Bikemart SG Pte. Ltd.,bikemartsg,Joined 5 years ago,Very Responsive,Verified,1.0,1.0,1.0,5.0,184,"Scott, Scott",1800.0,408,63,0,"scott foil 30 frame scott foil 30 colour chameleon colour change condition frame size available s groupset electronics price 1,800 option build complete bike available bikemartsg sell premium bicycle product affordable pricing singapore address 140 sims avenue singapore 387462 hour monday saturdays   12 pm     7.30pm",-1,0.11462124712703593,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,High
24,1,[SOLD] Full 11s Ultegra Cervelo R3 Carbon Road Bike,"1,390",Like new,Meetup,4 weeks ago,Road Bikes,Posted,Used once or twice. As good as new.,N,Y,Toa Payoh MRT Station (NS19),bikingmaterial,Joined 6 years ago,Mostly Responsive,Verified,1.0,1.0,1.0,5.0,36,"Cervelo, Cervelo, Cervelo",1390.0,619,88,4,sold 11s ultegra cervelo r3 carbon road bike bike sell send height budget suitable bike soon 9722 9153 instagram late update instagram.com/biking_materialsg — — — — — — — — — — — — — — — — — — — — — — — — carbon cervelo r3 road bike bike •full carbon cervelo r3 internal routing frameset uci approve •11 speed ultegra groupset r8000 rd •fulcrum race 5 wheelset •shimano ultegra cleat pedals good condition zero issue sell 1390 super cheap 9722 9153   instagram late update instagram.com/biking_materialsg location toa payoh mrt station,-1,0.32939989503913164,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,High
12,5,Bianchi Bicycle for Sell. Best for 1.4-1.6m,350,Well used,Meetup,2 weeks ago,Road Bikes,Posted,Has minor flaws or defects.,N,Y,69 Moulmein Road Playgroundmy appartment is next to this play ground. 91 Moulmein road.,vincent_1984,Joined 1 year ago,Very Responsive,Verified,1.0,0.0,1.0,5.0,4,"Bianchi, Bianchi",350.0,389,77,0,bianchi bicycle sell well 1.4 1.6 m bianchi bicycle size xxs 24 inch buy carousel 3 month ago 500   drive time change seat comfort pickup place 69 moulmein road like lot color average light weight sell small 1.7 m 80 kg think well fit 1.5 m.,-1,0.17670170451320322,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,Low
46,5,Giant Revolt 1 - Gravel,"1,350 1,400",Lightly used,Meetup,2 weeks ago,Road Bikes,Bumped,"Used with care. Flaws, if any, are barely noticeable.",N,Y,Event Space @ Blk 524A Woodlands Drive 14,adobongmanok,Joined 3 years ago,Mostly Responsive,Verified,1.0,0.0,1.0,5.0,1,"Giant, Giant",1350.0,100,17,0,giant revolt 1 gravel sell giant revolt gravel bike medium size rfs bike upgrade specs,1,0.4291383158838074,giant,tcr,shimano,advanced,size,pro,disc,carbon,wheelset,advance,High
6,9,Branded scott,400 550,Like new,Meetup,4 days ago,Road Bikes,Posted,Used once or twice. As good as new.,N,Y,Singapore,manprince,Joined 5 years ago,Very Responsive,Verified,1.0,1.0,1.0,4.4,19,"scott, scott",400.0,166,31,0,brand scott brand scott buy 1200 usd import   super fast speed shimano gear rim big 28inch free helmet hurry pm fast deal google n check,-1,0.1380221116774362,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,Low
2,10,TRIFOX X18 Carbon Frameset [disc brakes TA only],"1,450",Brand new,Mailing · Meetup,1 week ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,Y,Y,"57 Senang Crescent58 senang crescent s416625, 02-16",SpokeProject,Joined 9 years ago,Mostly Responsive,Verified,1.0,1.0,1.0,4.9,45,"TRIFOX, Trifox",1450.0,948,154,0,trifox x18 carbon frameset disc brake ta carbon fibre aero road bike internal cabling integrate stem handlebar build blueprint intention sleek stylish technology innovation develop foundation previous model transcend new frame look clean neat bike trifox x18 design carbon fiber raw material derive toray t800 high quality carbon fiber flexible outside rigid inside light aluminum alloy strength steel   colour silver gradient • matte black sizes 44 /49 /52 /54 /56 /58 cm frameset include frame fork headset seat post seat clamp warrenty frame 2 year • follow instagram @spokeproject 58 senang crescent   02 16 tank16 nearest mrt kembangan   east whatsapp +65 9846 1016,-1,0.14373798349458108,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,High
42,4,Bianchi Sempre Pro,"2,000",Like new,Meetup,2 weeks ago,Road Bikes,Posted,Used once or twice. As good as new.,N,Y,Ballota Park,wgtforroad,Joined 2 years ago,Very Responsive,Verified,1.0,0.0,1.0,5.0,3,Bianchi,2000.0,735,126,0,bianchi sempre pro trades welcome price fb 2000 firm purchase spokesproject size 50 minor paint crack drive bb area noticeable closeup hide crank ultegra r6800 mechanical groupset fourier ospw dt swiss 350 sp lace taiwan carbon 50 mm supercaz scorch saddle   3 t ergonova team 3 t arx2 team cockpit custom decal look pretty amazing   deda superlegero seatpost bolt swap titanium   shimano 105 clipless pedal powermeter light include previous seller pic serial number find frame receive oem buy ur risk rush sell   delivery discuss,-1,0.17002011850949883,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,High
21,2,Colnago Carbitubo yellow,"1,800",Like new,Meetup,6 days ago,Road Bikes,Posted,Used once or twice. As good as new.,N,Y,Haw Par Villa,outland2900,Joined 7 years ago,Very Responsive,Verified,1.0,1.0,1.0,4.8,10,Colnago,1800.0,56,7,0,colnago carbitubo yellow size-53 groupset-8 speed campy,-1,0.08311474136236342,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,High
10,3,KUOTA carbon bike,800,Lightly used,Meetup,2 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.",N,Y,Simei Green Condominium,h7bd6cjqwj,Joined 2 years ago,Very Responsive,Verified,1.0,0.0,1.0,5.0,7,KUOTA,800.0,18,3,0,kuota carbon bike,-1,0.199066312113555,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,Med
11,6,Argon 18 Krypton Carbon Road Bike Lightweight,"1,499",Well used,Meetup,2 months ago,Road Bikes,Posted,Has minor flaws or defects.,N,Y,Seasons Park Tower 2,avidfuze,Joined 10 years ago,Mostly Responsive,Verified,1.0,1.0,1.0,5.0,9,", , ",1499.0,787,120,0,argon 18 krypton carbon road bike lightweight selling rare lightweight carbon argon 18 krypton road bike spend close 4k year recently service brand new kmc chain fizik bar tape shifter housing cable bike spec frame argon krypton m size fit 175 185 cm height headset kcnc omega s1 drivetrain ultegra sl cassette sram red og-1090 11 26 chain kmc x10 cable housing jagwire wheelset american classic 420 skewers kcnc skewers tires continental ultra sport pedal ultegra sl saddle fizik arione cx seatpost ritchie wcs carbon single bolt stem syntace f99 90 mm handlebar prima 199 aerobars picture ): profile design t2 speedometer cateye strada wireless bottle cage 1x carbon bottle cage estimate weight 7.9 kg,-1,0.1604452054505691,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,High
42,7,Scott Contessa Road Bike size XXS rim Brake,"1,600",Lightly used,Meetup,4 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.",N,Y,[email protected],travel_wild,Joined 6 years ago,Very Responsive,Verified,1.0,1.0,1.0,4.7,15,"Scott, Scott, Specialized",1600.0,546,95,0,scott contessa road bike size xxs rim brake scott road bike size xxs rim brake wheel set include buy 500 sgd 1 year use   shimano 105 pedal clip include   want training wheel chain recently replace   rfs upgrade sl7 groupset spec shifter 105 10 speed fd rd 105 2x10 speed cassette 12 30 t crankset tiagra 50/32 170 mm crankarm length saddle specialized brand include wheelset china carbon 50 mm depth   handlebar 360 mm width   stem 90 mm 3 t pedal 105,-1,0.13324995986027421,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,High
10,5,Black Sheep Racing Bib Navy Size S,110,Like new,Meetup,3 weeks ago,Road Bikes,Posted,Used once or twice. As good as new.,N,Y,Blk 815b Keat Hong QuadLoading Bay,strepsils11,Joined 9 years ago,Very Responsive,Verified,1.0,1.0,1.0,5.0,66,look,110.0,215,41,0,black sheep racing bib navy size s new lightly bib size s good condition   quit cycling buy bib jersey look stylo picture post   meet postage free ask meet,-1,0.14119433305772378,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,Low
39,2,Giant escape 2 Hybrid bike S,310,Lightly used,Meetup,3 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.",N,Y,Woodlands Vista,gooddeal34,Joined 8 years ago,Very Responsive,Verified,1.0,0.0,1.0,4.5,60,Giant,310.0,98,19,0,giant escape 2 hybrid bike s good condition bike 3 7 speed gear wheel size 700 cc frame size s,-1,0.15077575797847512,bike,size,carbon,shimano,frame,mm,road,new,cm,ultegra,Low
